299,134,261,165,216,191,,
299,133,261,166,214,194,,
317,107,298,133,256,168,214,195
334,110,297,132,257,168,213,195
307,138,264,158,226,191,188,211
313,142,264,158,224,193,193,206
315,143,263,159,221,195,,
345,152,311,143,261,159,216,196
325,161,281,160,231,177,194,212
328,144,283,162,227,182,,
328,144,280,163,224,184,,
299,157,252,176,195,196,,
336,137,298,156,246,177,196,193
343,138,297,156,248,177,202,186
336,152,282,169,232,190,190,195
331,158,265,170,213,191,,
333,161,265,170,211,191,,
334,171,266,169,209,191,,
299,177,237,176,180,199,,
325,192,297,175,238,175,193,201
336,187,294,174,235,177,202,201
315,170,264,179,204,180,,
315,170,261,177,201,182,,
315,171,260,178,204,178,,
315,157,284,174,227,181,179,177
327,165,283,174,228,182,186,171
331,169,282,174,228,182,190,170
334,177,281,174,225,181,,
304,179,252,175,193,184,,
305,181,252,175,193,183,,
338,196,305,181,250,175,201,188
336,191,295,182,239,176,200,191
321,185,274,181,217,176,184,191
323,184,272,179,214,178,186,191
324,184,272,179,218,176,186,191
327,183,273,180,216,177,187,191
327,184,271,178,220,175,188,191
323,187,272,178,219,176,185,191
310,192,272,178,220,176,173,187
277,179,217,178,168,184,,
277,180,219,178,168,184,,
280,181,217,179,170,185,139,177
310,184,250,177,199,184,165,180
310,183,250,177,198,184,166,179
310,187,248,177,197,184,,
303,201,253,175,196,184,,
301,202,254,174,193,184,,
301,199,255,173,195,185,,
316,231,299,198,250,174,208,188
291,228,271,194,217,171,184,184
292,228,271,194,217,171,189,184
295,228,271,193,219,170,,
294,228,271,189,219,170,187,184
290,227,271,191,218,170,186,185
296,228,271,191,215,171,,
302,227,272,194,215,172,,
305,225,271,193,213,172,,
307,223,272,197,211,173,,
306,223,272,195,212,174,,
287,211,251,183,195,159,,
307,222,278,211,240,180,191,155
306,219,278,211,241,179,190,155
308,222,277,211,241,180,191,155
311,225,278,211,241,181,192,154
311,227,281,211,241,179,197,150
310,234,280,211,240,179,204,147
312,242,282,211,240,178,209,147
313,247,281,211,241,180,212,147
312,240,278,210,242,182,216,147
290,221,255,189,220,158,202,131
302,245,281,219,248,187,210,154
309,243,281,219,248,186,209,153
317,239,280,217,248,185,208,150
321,236,279,218,245,183,209,153
320,236,278,217,245,183,211,158
324,215,290,210,244,190,211,157
329,220,290,210,241,186,207,154
330,224,290,209,241,188,209,155
312,225,266,190,223,171,193,140
301,228,256,189,208,167,187,141
301,237,256,189,207,166,,
300,227,260,189,206,165,,
315,257,299,225,261,188,205,164
316,250,290,216,252,182,204,167
312,224,268,200,222,164,,
313,225,268,203,223,164,,
313,226,266,200,223,163,,
322,209,284,206,234,178,197,144
328,219,284,205,236,181,208,146
331,225,280,205,234,179,212,147
317,225,270,192,221,167,,
298,228,251,187,203,161,,
297,226,250,187,202,160,,
297,225,253,186,202,162,,
305,260,297,227,254,186,206,170
314,262,296,224,254,186,212,179
300,236,265,201,218,162,,
300,237,265,203,218,162,,
301,237,264,198,211,162,,
306,232,273,215,233,175,196,138
306,242,274,214,233,176,203,138
306,249,271,213,234,179,209,139
303,265,269,212,232,175,,
305,259,271,212,232,174,,
289,245,257,198,217,159,,
289,265,276,226,243,179,204,146
296,266,276,225,245,180,206,153
302,266,276,227,244,180,209,161
288,234,251,196,218,148,,
291,232,251,195,219,149,,
290,232,250,195,216,148,,
324,240,289,232,249,194,219,149
327,245,290,231,249,195,225,150
327,252,290,230,247,194,231,153
301,238,261,200,219,164,211,131
